ticker,underlying,strike,expiry,contract_type,last_price,volume_today,premium_today,underlying_price,dte,iv,delta,gamma,theta,vega,rho,last_trade_at,updated_at,is_call,dealer_gex_volw
MU260710C00940000,MU,940.0,2026-07-10,call,58.6,261.0,2166389.0,990.55,1,1.2759,0.7938,0.00431,-9.5212,0.1478,0.0199,2026-07-09T19:55:07.356047Z,2026-07-09T19:55:17.564491Z,True,-1520001.1786269238
MU260710P00940000,MU,940.0,2026-07-10,put,8.28,3315.0,2434681.0,991.72,1,1.3156,-0.2078,0.004194,-9.7538,0.1487,-0.0059,2026-07-09T20:00:04.773758Z,2026-07-09T20:00:23.183459Z,False,-18786163.858957406
MU260710C00945000,MU,945.0,2026-07-10,call,57.0,229.0,1814572.0,991.96,1,1.3471,0.7657,0.004386,-10.8153,0.1593,0.0192,2026-07-09T19:57:38.179080Z,2026-07-09T19:57:50.832460Z,True,-1357157.5182066218
MU260710P00945000,MU,945.0,2026-07-10,put,9.15,1735.0,1295767.0,991.72,1,1.2946,-0.2273,0.004488,-10.1061,0.1566,-0.0064,2026-07-09T19:59:40.895451Z,2026-07-09T19:59:52.908796Z,False,-10521519.746104753
MU260710C00950000,MU,950.0000000000001,2026-07-10,call,52.8,2129.0,15627543.0,992.67,1,1.2821,0.7549,0.00472,-10.5588,0.1634,0.0191,2026-07-09T19:59:21.509212Z,2026-07-09T19:59:22.211460Z,True,-13578250.210132834
MU260710P00950000,MU,950.0000000000001,2026-07-10,put,10.5,7205.0,5685448.0,991.72,1,1.2974,-0.2519,0.004737,-10.7106,0.1656,-0.0071,2026-07-09T20:00:08.545546Z,2026-07-09T20:00:23.183459Z,False,-46117262.2046538
MU260710C00955000,MU,955.0,2026-07-10,call,48.0,256.0,1824184.0,989.0,1,1.3632,0.7011,0.004919,-12.3262,0.1797,0.0177,2026-07-09T19:56:18.401117Z,2026-07-09T19:56:19.328103Z,True,-1701543.0249552897
MU260710P00955000,MU,955.0,2026-07-10,put,11.75,714.0,659831.0,991.72,1,1.2867,-0.2757,0.005002,-11.1221,0.1734,-0.0078,2026-07-09T20:00:06.767587Z,2026-07-09T20:00:23.183459Z,False,-4825785.857874139
MU260710C00960000,MU,960.0,2026-07-10,call,45.49,760.0,5177560.0,992.67,1,1.2687,0.7051,0.005234,-11.4515,0.1793,0.0179,2026-07-09T19:59:00.268098Z,2026-07-09T19:59:22.211460Z,True,-5374937.984718177
MU260710P00960000,MU,960.0,2026-07-10,put,13.14,2736.0,2691347.0,991.72,1,1.2773,-0.301,0.005252,-11.5054,0.1808,-0.0085,2026-07-09T20:00:04.774830Z,2026-07-09T20:00:23.183459Z,False,-19416321.640172623
MU260710C00965000,MU,965.0,2026-07-10,call,41.15,379.0,2550980.0,989.0,1,1.3444,0.6503,0.005321,-12.9599,0.1917,0.0165,2026-07-09T19:55:34.251680Z,2026-07-09T19:55:49.044851Z,True,-2724950.491051368
MU260710P00965000,MU,965.0,2026-07-10,put,14.43,1180.0,1576595.0,992.67,1,1.2722,-0.3229,0.00543,-11.8224,0.1865,-0.0092,2026-07-09T19:59:14.171191Z,2026-07-09T19:59:22.211460Z,False,-8657808.67085736
MU260710C00970000,MU,969.9999999999999,2026-07-10,call,38.25,1879.0,11377558.0,991.72,1,1.2638,0.6442,0.00568,-12.2952,0.1934,0.0165,2026-07-09T20:00:04.756226Z,2026-07-09T20:00:23.183459Z,True,-14421195.454885408
MU260710P00970000,MU,969.9999999999999,2026-07-10,put,16.15,1490.0,1825512.0,992.67,1,1.2677,-0.3508,0.005628,-12.1634,0.1926,-0.01,2026-07-09T19:59:26.453769Z,2026-07-09T19:59:52.908796Z,False,-11330954.72849861
MU260710C00975000,MU,975.0,2026-07-10,call,34.81,687.0,3979210.0,991.72,1,1.2427,0.6163,0.00592,-12.3872,0.1982,0.0158,2026-07-09T19:59:58.675220Z,2026-07-09T20:00:23.183459Z,True,-5495466.831589055
MU260710P00975000,MU,975.0,2026-07-10,put,17.95,1028.0,1369944.0,992.67,1,1.26,-0.3794,0.005813,-12.4082,0.1977,-0.0108,2026-07-09T19:59:11.332890Z,2026-07-09T19:59:22.211460Z,False,-8074573.36426589
MU260710C00980000,MU,980.0,2026-07-10,call,31.68,4287.0,22070240.0,991.72,1,1.2303,0.5866,0.006099,-12.5052,0.2022,0.0151,2026-07-09T20:00:08.541646Z,2026-07-09T20:00:23.183459Z,True,-35329562.8778003
MU260710P00980000,MU,980.0,2026-07-10,put,20.0,1400.0,2203652.0,992.67,1,1.2576,-0.4091,0.005946,-12.641,0.2019,-0.0117,2026-07-09T19:59:25.463271Z,2026-07-09T19:59:52.908796Z,False,-11248097.90237616
MU260710C00985000,MU,985.0,2026-07-10,call,28.35,676.0,3185641.0,991.72,1,1.2009,0.5563,0.006336,-12.3751,0.205,0.0143,2026-07-09T20:00:06.755422Z,2026-07-09T20:00:23.183459Z,True,-5787460.124116071
MU260710P00985000,MU,985.0,2026-07-10,put,22.5,1106.0,2043731.0,991.72,1,1.2492,-0.4449,0.006093,-12.7544,0.2051,-0.0127,2026-07-09T20:00:08.023351Z,2026-07-09T20:00:23.183459Z,False,-9105681.434603192
MU260710C00990000,MU,990.0000000000001,2026-07-10,call,26.36,1810.0,7269705.0,991.72,1,1.2293,0.5243,0.00624,-12.7653,0.2067,0.0135,2026-07-09T20:00:06.756535Z,2026-07-09T20:00:23.183459Z,True,-15261222.063884161
MU260710P00990000,MU,990.0000000000001,2026-07-10,put,24.7,4274.0,7827946.0,991.72,1,1.2381,-0.4756,0.006196,-12.7343,0.2067,-0.0136,2026-07-09T20:00:06.768651Z,2026-07-09T20:00:23.183459Z,False,-35782614.868788905
MU260710C00995000,MU,995.0,2026-07-10,call,23.7,1078.0,3839801.0,991.72,1,1.2174,0.4928,0.006312,-12.661,0.2071,0.0127,2026-07-09T20:00:08.542798Z,2026-07-09T20:00:23.183459Z,True,-9194156.634551752
MU260710P00995000,MU,995.0,2026-07-10,put,27.0,1325.0,2889763.0,991.72,1,1.2243,-0.507,0.006276,-12.6098,0.2071,-0.0145,2026-07-09T19:59:52.982706Z,2026-07-09T20:00:23.183459Z,False,-11236342.28614548
MU260710C01000000,MU,1000.0,2026-07-10,call,21.41,16828.0,61929673.0,991.72,1,1.2159,0.4614,0.006291,-12.5849,0.2061,0.012,2026-07-09T20:00:07.076121Z,2026-07-09T20:00:23.183459Z,True,-143046862.1803327
MU260710P01000000,MU,1000.0,2026-07-10,put,30.0,13038.0,28556246.0,991.72,1,1.2369,-0.5375,0.006186,-12.6816,0.2062,-0.0154,2026-07-09T19:59:56.777902Z,2026-07-09T20:00:23.183459Z,False,-108980059.22240664
MU260710C01002500,MU,1002.5,2026-07-10,call,20.0,642.0,2133379.0,991.72,1,1.1994,0.4448,0.006346,-12.3518,0.2051,0.0115,2026-07-09T20:00:02.018955Z,2026-07-09T20:00:23.183459Z,True,-5505049.685647445
MU260710P01002500,MU,1002.5,2026-07-10,put,30.79,1396.0,3480968.0,991.72,1,1.2059,-0.5548,0.006313,-12.2969,0.2051,-0.0159,2026-07-09T19:59:40.900897Z,2026-07-09T19:59:52.908796Z,False,-11908233.856199868
MU260710C01005000,MU,1005.0,2026-07-10,call,19.12,1797.0,5179943.0,991.72,1,1.2068,0.4297,0.006269,-12.3515,0.2039,0.0112,2026-07-09T20:00:08.015579Z,2026-07-09T20:00:23.183459Z,True,-15222027.21790677
MU260710P01005000,MU,1005.0,2026-07-10,put,32.3,1481.0,3770582.0,991.96,1,1.2147,-0.5682,0.006233,-12.3226,0.2041,-0.0163,2026-07-09T19:57:55.182815Z,2026-07-09T19:58:21.153899Z,False,-12473212.825907119
MU260710C01007500,MU,1007.4999999999999,2026-07-10,call,18.02,1328.0,3854155.0,991.72,1,1.2015,0.4139,0.006247,-12.1984,0.2022,0.0108,2026-07-09T20:00:08.016529Z,2026-07-09T20:00:23.183459Z,True,-11209744.866618503
MU260710P01007500,MU,1007.4999999999999,2026-07-10,put,33.35,1675.0,4452084.0,991.96,1,1.1924,-0.5855,0.006295,-11.9892,0.2024,-0.0168,2026-07-09T19:58:04.225907Z,2026-07-09T19:58:21.153899Z,False,-14247435.286013654
MU260710C01010000,MU,1009.9999999999999,2026-07-10,call,17.2,4033.0,12333106.0,991.72,1,1.2083,0.3993,0.006157,-12.1566,0.2005,0.0104,2026-07-09T20:00:02.020003Z,2026-07-09T20:00:23.183459Z,True,-33552394.757534813
MU260710P01010000,MU,1009.9999999999999,2026-07-10,put,34.36,3000.0,7976068.0,992.67,1,1.187,-0.597,0.006276,-11.8601,0.2011,-0.0172,2026-07-09T19:59:17.709559Z,2026-07-09T19:59:22.211460Z,False,-25440774.9874992
MU260710C01012500,MU,1012.5000000000001,2026-07-10,call,16.24,1441.0,4329778.0,991.72,1,1.2062,0.384,0.0061,-12.0029,0.1983,0.01,2026-07-09T20:00:06.758681Z,2026-07-09T20:00:23.183459Z,True,-11877361.175781641
MU260710P01012500,MU,1012.5000000000001,2026-07-10,put,38.55,1174.0,3153662.0,989.87,1,1.2319,-0.6242,0.005945,-12.0294,0.1966,-0.018,2026-07-09T19:56:59.935710Z,2026-07-09T19:57:19.996676Z,False,-9430747.194125853
MU260710C01015000,MU,1015.0,2026-07-10,call,15.3,6001.0,17637986.0,992.67,1,1.1853,0.3724,0.006143,-11.6944,0.1966,0.0097,2026-07-09T19:59:26.440292Z,2026-07-09T19:59:52.908796Z,True,-49811576.75642627
MU260710P01015000,MU,1015.0,2026-07-10,put,39.0,3161.0,9063537.0,991.72,1,1.231,-0.6278,0.00592,-12.0056,0.1964,-0.0181,2026-07-09T20:00:05.328106Z,2026-07-09T20:00:23.183459Z,False,-25285546.80444397
MU260710C01017500,MU,1017.5,2026-07-10,call,14.48,2490.0,7282899.0,991.72,1,1.2046,0.3544,0.00595,-11.6734,0.1931,0.0092,2026-07-09T20:00:06.759877Z,2026-07-09T20:00:23.183459Z,True,-20019003.708694205
MU260710P01017500,MU,1017.5,2026-07-10,put,41.55,1451.0,4093812.0,989.0,1,1.1854,-0.6645,0.00594,-11.0976,0.1887,-0.0191,2026-07-09T19:56:18.413054Z,2026-07-09T19:56:19.328103Z,False,-11646086.316696217
MU260710C01020000,MU,1020.0,2026-07-10,call,13.55,10044.0,27425818.0,991.72,1,1.1983,0.3391,0.005885,-11.4235,0.19,0.0088,2026-07-09T20:00:05.324238Z,2026-07-09T20:00:23.183459Z,True,-79869197.06233221
MU260710P01020000,MU,1020.0,2026-07-10,put,40.15,4547.0,13201853.0,992.67,1,1.1495,-0.6625,0.006117,-10.8256,0.1898,-0.0191,2026-07-09T19:59:16.232873Z,2026-07-09T19:59:22.211460Z,False,-37582838.86028934
MU260710C01022500,MU,1022.5,2026-07-10,call,12.46,1472.0,4029103.0,991.72,1,1.1813,0.3223,0.005849,-11.0344,0.1862,0.0084,2026-07-09T20:00:01.030620Z,2026-07-09T20:00:23.183459Z,True,-11633638.87569426
MU260710P01022500,MU,1022.5,2026-07-10,put,43.25,773.0,2268498.0,993.5,1,1.2514,-0.6571,0.005648,-11.8751,0.1912,-0.0191,2026-07-09T19:51:01.449045Z,2026-07-09T19:51:13.798352Z,False,-5899297.922297787
MU260710C01025000,MU,1025.0,2026-07-10,call,11.9,7003.0,18660620.0,991.72,1,1.1908,0.3098,0.005706,-10.9371,0.1831,0.0081,2026-07-09T20:00:04.759414Z,2026-07-09T20:00:23.183459Z,True,-53993569.669477865
MU260710P01025000,MU,1025.0,2026-07-10,put,45.2,2196.0,7148672.0,991.72,1,1.1988,-0.6889,0.005678,-10.9043,0.1834,-0.02,2026-07-09T19:59:52.985091Z,2026-07-09T20:00:23.183459Z,False,-16848214.040382884
MU260710C01027500,MU,1027.5,2026-07-10,call,11.23,1005.0,2661400.0,992.67,1,1.177,0.2991,0.005678,-10.6523,0.1804,0.0078,2026-07-09T19:59:23.305393Z,2026-07-09T19:59:52.908796Z,True,-7710589.758918396
MU260710P01027500,MU,1027.5,2026-07-10,put,50.0,347.0,1103913.0,990.55,1,1.3196,-0.6893,0.005161,-11.9902,0.1831,-0.0201,2026-07-09T19:55:03.855409Z,2026-07-09T19:55:17.564491Z,False,-2419855.766918299
MU260710C01030000,MU,1030.0,2026-07-10,call,10.35,4267.0,10079004.0,991.72,1,1.1808,0.281,0.005501,-10.3677,0.175,0.0074,2026-07-09T20:00:04.760640Z,2026-07-09T20:00:23.183459Z,True,-31716878.24415746
MU260710P01030000,MU,1030.0,2026-07-10,put,47.83,1105.0,3983315.0,992.67,1,1.1813,-0.7137,0.005544,-10.3485,0.1768,-0.0207,2026-07-09T19:59:17.710626Z,2026-07-09T19:59:22.211460Z,False,-8277737.43713717
MU260710C01032500,MU,1032.5,2026-07-10,call,9.75,964.0,2214888.0,991.72,1,1.1829,0.2683,0.005368,-10.1513,0.1711,0.007,2026-07-09T20:00:04.184514Z,2026-07-09T20:00:23.183459Z,True,-6992229.724246415
MU260710P01032500,MU,1032.5,2026-07-10,put,46.3,107.0,355835.0,997.33,1,1.1783,-0.7016,0.005639,-10.5747,0.1811,-0.0204,2026-07-09T19:49:12.320470Z,2026-07-09T19:49:42.568972Z,False,-815289.8197648372
MU260710C01035000,MU,1035.0,2026-07-10,call,9.25,1309.0,2719083.0,991.72,1,1.1892,0.2568,0.005221,-9.9786,0.1673,0.0067,2026-07-09T19:59:40.860066Z,2026-07-09T19:59:52.908796Z,True,-9234629.7348917
MU260710P01035000,MU,1035.0,2026-07-10,put,54.35,491.0,1988101.0,989.0,1,1.1835,-0.7583,0.005093,-9.4594,0.1615,-0.022,2026-07-09T19:56:17.376174Z,2026-07-09T19:56:19.328103Z,False,-3378946.5000299937
MU260710C01037500,MU,1037.5,2026-07-10,call,8.56,198.0,420212.0,991.72,1,1.1823,0.2431,0.005101,-9.6357,0.1625,0.0064,2026-07-09T20:00:06.186981Z,2026-07-09T20:00:23.183459Z,True,-1364729.7565234874
MU260710P01037500,MU,1037.5,2026-07-10,put,53.79,130.0,542911.0,993.95,1,1.2563,-0.7315,0.005045,-10.6795,0.1715,-0.0214,2026-07-09T19:54:01.114153Z,2026-07-09T19:54:16.662191Z,False,-886197.8051599402
MU260710C01040000,MU,1040.0,2026-07-10,call,7.9,3806.0,7164308.0,991.72,1,1.1751,0.2296,0.004973,-9.2798,0.1575,0.006,2026-07-09T19:59:56.729492Z,2026-07-09T20:00:23.183459Z,True,-25574867.383303825
MU260710P01040000,MU,1040.0,2026-07-10,put,55.65,509.0,2355149.0,992.67,1,1.1956,-0.7615,0.004988,-9.5233,0.161,-0.0222,2026-07-09T19:59:17.711679Z,2026-07-09T19:59:22.211460Z,False,-3430602.299211909
MU260710C01042500,MU,1042.5,2026-07-10,call,8.05,237.0,423785.0,989.87,1,1.2448,0.2235,0.004632,-9.6604,0.1548,0.0058,2026-07-09T19:57:00.577664Z,2026-07-09T19:57:19.996676Z,True,-1483347.9779518174
MU260710P01042500,MU,1042.5,2026-07-10,put,57.1,61.0,302431.0,991.96,1,1.1255,-0.7916,0.00491,-8.2797,0.149,-0.0231,2026-07-09T19:58:09.498870Z,2026-07-09T19:58:21.153899Z,False,-404703.978994364
MU260710C01045000,MU,1045.0,2026-07-10,call,6.95,681.0,1251666.0,991.72,1,1.1786,0.2074,0.004676,-8.7761,0.1485,0.0054,2026-07-09T20:00:04.761939Z,2026-07-09T20:00:23.183459Z,True,-4302766.330788879
MU260710P01045000,MU,1045.0,2026-07-10,put,61.7,94.0,416715.0,989.87,1,1.1872,-0.7993,0.004561,-8.523,0.1454,-0.0234,2026-07-09T19:56:59.937016Z,2026-07-09T19:57:19.996676Z,False,-579314.0654073977
MU260710C01047500,MU,1047.5,2026-07-10,call,6.9,410.0,490144.0,991.96,1,1.2037,0.2029,0.004519,-8.8487,0.1466,0.0053,2026-07-09T19:58:21.509263Z,2026-07-09T19:58:51.788125Z,True,-2503527.378855356
MU260710P01047500,MU,1047.5,2026-07-10,put,51.1,40.0,174109.0,1004.57,1,1.1127,-0.754,0.005384,-9.1158,0.1656,-0.0222,2026-07-09T19:06:04.455161Z,2026-07-09T19:06:04.892487Z,False,-290998.79441830405
MU260710C01050000,MU,1050.0,2026-07-10,call,5.85,11313.0,17952814.0,991.72,1,1.1641,0.1828,0.004385,-8.0268,0.1375,0.0048,2026-07-09T20:00:04.763251Z,2026-07-09T20:00:23.183459Z,True,-67030665.62546429
MU260710P01050000,MU,1050.0,2026-07-10,put,64.44,1495.0,7573707.0,992.67,1,1.2486,-0.7952,0.004377,-9.1057,0.1475,-0.0234,2026-07-09T19:59:15.694924Z,2026-07-09T19:59:22.211460Z,False,-8841865.138082886
MU260710C01052500,MU,1052.5,2026-07-10,call,5.65,431.0,593197.0,991.72,1,1.1795,0.176,0.004226,-7.9415,0.1343,0.0046,2026-07-09T20:00:03.634058Z,2026-07-09T20:00:23.183459Z,True,-2461120.6823284985
MU260710P01052500,MU,1052.5,2026-07-10,put,50.5,50.0,237777.0,1013.75,1,1.247,-0.7055,0.005211,-11.3131,0.183,-0.021,2026-07-09T18:39:44.076989Z,2026-07-09T18:40:12.281345Z,False,-352060.43780502
MU260710C01055000,MU,1055.0,2026-07-10,call,5.2,1145.0,1563666.0,991.72,1,1.1748,0.1652,0.004074,-7.5959,0.129,0.0043,2026-07-09T20:00:04.764569Z,2026-07-09T20:00:23.183459Z,True,-6303077.666636773
MU260710P01055000,MU,1055.0,2026-07-10,put,56.9,411.0,2058349.0,1006.71,1,1.21,-0.76,0.004876,-9.8104,0.1638,-0.0225,2026-07-09T19:23:48.584030Z,2026-07-09T19:23:50.534950Z,False,-2707894.037754831
MU260710C01060000,MU,1060.0,2026-07-10,call,4.9,2054.0,2472673.0,992.67,1,1.1966,0.1552,0.003835,-7.4314,0.1239,0.0041,2026-07-09T19:59:24.416552Z,2026-07-09T19:59:52.908796Z,True,-10643683.569485875
MU260710P01060000,MU,1060.0,2026-07-10,put,73.08,367.0,1962776.0,991.96,1,1.2272,-0.841,0.003802,-7.6068,0.1258,-0.0249,2026-07-09T19:57:38.913940Z,2026-07-09T19:57:50.832460Z,False,-1885403.5652436372
MU260710C01065000,MU,1065.0,2026-07-10,call,3.9,910.0,999858.0,991.72,1,1.1779,0.1306,0.003471,-6.5045,0.1102,0.0034,2026-07-09T19:59:52.780845Z,2026-07-09T19:59:52.908796Z,True,-4267977.814067604
MU260710P01065000,MU,1065.0,2026-07-10,put,70.6,60.0,349787.0,999.27,1,1.1789,-0.8412,0.003926,-7.3506,0.1266,-0.025,2026-07-09T19:43:01.318993Z,2026-07-09T19:43:07.126161Z,False,-318293.443597584
MU260710C01070000,MU,1070.0,2026-07-10,call,3.4,1851.0,1645767.0,991.72,1,1.1832,0.1163,0.003185,-6.0218,0.1016,0.0031,2026-07-09T20:00:03.636167Z,2026-07-09T20:00:23.183459Z,True,-7966031.192289535
MU260710P01070000,MU,1070.0,2026-07-10,put,74.99,111.0,716113.0,999.74,1,1.2182,-0.8488,0.003677,-7.3565,0.1226,-0.0253,2026-07-09T19:42:50.680854Z,2026-07-09T19:43:07.126161Z,False,-551496.4939888909
MU260710C01075000,MU,1075.0,2026-07-10,call,2.82,1779.0,1633432.0,991.72,1,1.1734,0.1002,0.002886,-5.3662,0.0913,0.0026,2026-07-09T19:59:52.783000Z,2026-07-09T19:59:52.908796Z,True,-6937426.9330873415
MU260710P01075000,MU,1075.0,2026-07-10,put,68.1,224.0,1447236.0,1013.75,1,1.254,-0.8048,0.004145,-9.0688,0.1464,-0.0242,2026-07-09T18:39:37.794533Z,2026-07-09T18:39:41.996867Z,False,-1254580.9836622723
MU260710C01080000,MU,1080.0,2026-07-10,call,2.45,2027.0,1578722.0,991.72,1,1.1794,0.0887,0.002625,-4.9297,0.0834,0.0023,2026-07-09T20:00:07.449008Z,2026-07-09T20:00:23.183459Z,True,-7189674.08177235
MU260710P01080000,MU,1080.0,2026-07-10,put,91.04,132.0,941220.0,989.0,1,0.7476,-0.987,0.000864,-0.5157,0.0173,-0.0292,2026-07-09T19:55:58.210385Z,2026-07-09T19:56:19.328103Z,False,-154103.96780190722
MU260710C01085000,MU,1085.0,2026-07-10,call,2.03,971.0,600170.0,991.72,1,1.1726,0.0761,0.002351,-4.3646,0.0743,0.002,2026-07-09T20:00:02.517365Z,2026-07-09T20:00:23.183459Z,True,-3084593.9769353042
MU260710P01085000,MU,1085.0,2026-07-10,put,68.65,60.0,427847.0,1022.81,1,1.2279,-0.8118,0.004105,-8.7575,0.1445,-0.0246,2026-07-09T17:59:53.293924Z,2026-07-09T18:00:18.740067Z,False,-332805.54915132007
MU260710C01090000,MU,1090.0,2026-07-10,call,1.79,994.0,628532.0,991.72,1,1.1837,0.0678,0.002133,-4.0345,0.068,0.0018,2026-07-09T20:00:01.033420Z,2026-07-09T20:00:23.183459Z,True,-2864859.890059793
MU260710P01090000,MU,1090.0,2026-07-10,put,97.74,49.0,373751.0,993.37,1,1.0802,-0.9464,0.001939,-2.931,0.0566,-0.0284,2026-07-09T19:51:57.591530Z,2026-07-09T19:52:14.622785Z,False,-128380.78778082039
MU260710C01095000,MU,1095.0,2026-07-10,call,1.6,1303.0,635967.0,991.72,1,1.1982,0.061,0.001941,-3.7605,0.0626,0.0016,2026-07-09T19:59:48.865725Z,2026-07-09T19:59:52.908796Z,True,-3417402.2285271375
MU260710P01095000,MU,1095.0,2026-07-10,put,75.25,25.0,209454.0,1024.5,1,1.1941,-0.8489,0.00366,-7.3863,0.1257,-0.0259,2026-07-09T17:52:32.575864Z,2026-07-09T17:52:43.058491Z,False,-123636.6534606
MU260710C01100000,MU,1100.0,2026-07-10,call,1.3,14835.0,7360458.0,991.72,1,1.1891,0.0514,0.001707,-3.2579,0.0547,0.0014,2026-07-09T20:00:08.544342Z,2026-07-09T20:00:23.183459Z,True,-34217416.72380566
MU260710P01100000,MU,1100.0,2026-07-10,put,111.0,487.0,4649659.0,989.0,1,0.8538,-0.9907,0.000564,-0.416,0.0129,-0.0299,2026-07-09T19:56:21.263656Z,2026-07-09T19:56:49.820173Z,False,-371136.96538487525
MU260710C01105000,MU,1105.0,2026-07-10,call,1.12,860.0,439656.0,991.72,1,1.195,0.045,0.001527,-2.9429,0.0492,0.0012,2026-07-09T20:00:01.035760Z,2026-07-09T20:00:23.183459Z,True,-1774449.465109608
MU260710P01105000,MU,1105.0,2026-07-10,put,104.85,11.0,102087.0,999.57,1,1.0572,-0.9397,0.002135,-3.222,0.0634,-0.0286,2026-07-09T19:16:01.277477Z,2026-07-09T19:16:12.586248Z,False,-31733.407721554006
MU260710C01110000,MU,1110.0,2026-07-10,call,0.96,3123.0,1183422.0,991.72,1,1.2001,0.0392,0.00136,-2.6434,0.044,0.001,2026-07-09T20:00:06.189669Z,2026-07-09T20:00:23.183459Z,True,-5739010.770602592
MU260710P01110000,MU,1110.0,2026-07-10,put,106.43,34.0,323998.0,1005.07,1,1.2028,-0.9387,0.001915,-3.7034,0.0637,-0.0288,2026-07-09T19:18:10.348719Z,2026-07-09T19:18:13.936188Z,False,-87977.95089420401
MU260710C01115000,MU,1115.0,2026-07-10,call,0.86,493.0,171169.0,992.67,1,1.2064,0.0354,0.001244,-2.4481,0.0405,0.0009,2026-07-09T19:59:07.423265Z,2026-07-09T19:59:22.211460Z,True,-828692.5734880689
MU260710P01115000,MU,1115.0,2026-07-10,put,124.67,7.0,78221.0,991.72,1,1.3533,-0.9471,0.001536,-3.6597,0.056,-0.0291,2026-07-09T20:00:03.113659Z,2026-07-09T20:00:23.183459Z,False,-14528.320196812803
MU260710C01120000,MU,1120.0,2026-07-10,call,0.7,1389.0,405626.0,991.72,1,1.2093,0.0295,0.001069,-2.1096,0.0348,0.0008,2026-07-09T19:59:52.823888Z,2026-07-09T19:59:52.908796Z,True,-2006347.2367332329
MU260710P01120000,MU,1120.0,2026-07-10,put,100.7,212.0,1969572.0,1021.5,1,1.2257,-0.9194,0.002282,-4.7719,0.08,-0.0285,2026-07-09T18:03:03.868703Z,2026-07-09T18:03:20.672990Z,False,-653698.7405222178
MU260710C01125000,MU,1125.0,2026-07-10,call,0.63,2249.0,521027.0,991.72,1,1.2245,0.0266,0.000968,-1.9593,0.0319,0.0007,2026-07-09T20:00:07.452408Z,2026-07-09T20:00:23.183459Z,True,-2941649.737231005
MU260710P01125000,MU,1125.0,2026-07-10,put,126.9,31.0,375281.0,998.55,1,1.155,-0.9738,0.001007,-1.6984,0.0318,-0.0301,2026-07-09T19:43:55.021827Z,2026-07-09T19:44:08.044297Z,False,-42181.0427440388
MU260710C01130000,MU,1130.0,2026-07-10,call,0.53,2171.0,589848.0,991.72,1,1.2265,0.0228,0.000849,-1.7238,0.0281,0.0006,2026-07-09T20:00:03.107402Z,2026-07-09T20:00:23.183459Z,True,-2490540.800971096
MU260710P01130000,MU,1130.0,2026-07-10,put,138.59,240.0,2530832.0,992.67,1,1.4403,-0.9535,0.001301,-3.5094,0.0506,-0.0297,2026-07-09T19:59:26.454861Z,2026-07-09T19:59:52.908796Z,False,-421905.01285833603
MU260710C01135000,MU,1135.0,2026-07-10,call,0.49,809.0,186114.0,991.96,1,1.2443,0.021,0.000781,-1.6315,0.0262,0.0006,2026-07-09T19:58:22.352334Z,2026-07-09T19:58:51.788125Z,True,-853740.1433809557
MU260710P01135000,MU,1135.0,2026-07-10,put,120.3,12.0,140584.0,1014.67,1,1.5214,-0.9094,0.002016,-6.4815,0.0869,-0.0287,2026-07-09T18:45:00.224674Z,2026-07-09T18:45:20.796049Z,False,-32688.720442828802
MU260710C01140000,MU,1140.0,2026-07-10,call,0.41,816.0,165521.0,992.67,1,1.2398,0.0179,0.000685,-1.4244,0.0229,0.0005,2026-07-09T19:58:57.688659Z,2026-07-09T19:59:22.211460Z,True,-755278.0745173441
MU260710P01140000,MU,1140.0,2026-07-10,put,136.87,17.0,216445.0,1003.36,1,1.1395,-0.9825,0.000722,-1.1537,0.0227,-0.0308,2026-07-09T19:15:10.343001Z,2026-07-09T19:15:11.780770Z,False,-16584.8774270536
MU260710C01145000,MU,1145.0,2026-07-10,call,0.33,819.0,145276.0,992.67,1,1.2348,0.0148,0.000584,-1.2047,0.0195,0.0004,2026-07-09T19:59:13.172500Z,2026-07-09T19:59:22.211460Z,True,-646283.2437550945
MU260710P01145000,MU,1145.0,2026-07-10,put,138.5,6.0,79469.0,1007.64,1,1.3968,-0.9563,0.001256,-3.2714,0.0488,-0.0302,2026-07-09T19:09:09.317935Z,2026-07-09T19:09:37.598810Z,False,-10182.7958522304
MU260710C01150000,MU,1150.0,2026-07-10,call,0.31,7733.0,1212636.0,991.72,1,1.2634,0.0138,0.000536,-1.154,0.0182,0.0004,2026-07-09T20:00:07.453938Z,2026-07-09T20:00:23.183459Z,True,-5600656.626109283
MU260710P01150000,MU,1150.0,2026-07-10,put,126.85,42.0,545430.0,1024.5,1,1.3236,-0.9486,0.001485,-3.6051,0.0565,-0.0301,2026-07-09T17:52:32.577026Z,2026-07-09T17:52:43.058491Z,False,-84275.607391668
MU260710C01155000,MU,1155.0,2026-07-10,call,0.28,621.0,90532.0,991.72,1,1.2777,0.0124,0.000485,-1.069,0.0167,0.0003,2026-07-09T20:00:02.518966Z,2026-07-09T20:00:23.183459Z,True,-406967.2729238341
MU260710P01155000,MU,1155.0,2026-07-10,put,139.4,27.0,374521.0,1016.82,1,1.4074,-0.9546,0.001274,-3.4386,0.0508,-0.0304,2026-07-09T16:26:17.095068Z,2026-07-09T16:26:19.267280Z,False,-46479.274379647206
MU260710C01160000,MU,1160.0,2026-07-10,call,0.23,592.0,75998.0,992.67,1,1.2693,0.0105,0.00042,-0.915,0.0144,0.0003,2026-07-09T19:59:25.456369Z,2026-07-09T19:59:52.908796Z,True,-335967.40455129603
