Date,qqq_htf_green,qqq_above_sma20,qqq_ret5_pos,mag7_breadth,mag7_breadth_ge4,mag7_breadth_ge5,mag7_frac,gate_qqq_green,gate_qqq_trend,gate_mag7_majority,gate_qqq_and_mag7,gate_full
2024-08-08,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2024-08-09,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2024-08-12,False,False,True,1,False,False,0.14285714285714285,False,False,False,False,False
2024-08-13,False,False,True,1,False,False,0.14285714285714285,False,False,False,False,False
2024-08-14,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2024-08-15,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2024-08-16,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-08-19,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-08-20,True,True,True,7,True,True,1.0,True,True,True,True,True
2024-08-21,True,True,True,7,True,True,1.0,True,True,True,True,True
2024-08-22,True,True,True,7,True,True,1.0,True,True,True,True,True
2024-08-23,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2024-08-26,False,True,True,7,True,True,1.0,False,False,True,False,False
2024-08-27,False,True,False,7,True,True,1.0,False,False,True,False,False
2024-08-28,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2024-08-29,False,True,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-08-30,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-09-03,False,True,False,7,True,True,1.0,False,False,True,False,False
2024-09-04,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-09-05,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2024-09-06,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2024-09-09,False,False,False,0,False,False,0.0,False,False,False,False,False
2024-09-10,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2024-09-11,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2024-09-12,False,False,True,3,False,False,0.42857142857142855,False,False,False,False,False
2024-09-13,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2024-09-16,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-09-17,True,True,True,4,True,False,0.5714285714285714,True,True,True,True,True
2024-09-18,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-09-19,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2024-09-20,True,True,True,7,True,True,1.0,True,True,True,True,True
2024-09-23,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-09-24,True,True,True,7,True,True,1.0,True,True,True,True,True
2024-09-25,True,True,True,7,True,True,1.0,True,True,True,True,True
2024-09-26,False,True,True,7,True,True,1.0,False,False,True,False,False
2024-09-27,True,True,True,7,True,True,1.0,True,True,True,True,True
2024-09-30,False,True,True,7,True,True,1.0,False,False,True,False,False
2024-10-01,False,True,True,7,True,True,1.0,False,False,True,False,False
2024-10-02,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-10-03,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-10-04,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-10-07,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-10-08,False,True,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-10-09,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-10-10,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2024-10-11,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2024-10-14,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-10-15,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-10-16,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2024-10-17,False,True,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-10-18,False,True,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-10-21,False,True,True,3,False,False,0.42857142857142855,False,False,False,False,False
2024-10-22,False,True,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-10-23,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-10-24,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-10-25,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2024-10-28,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2024-10-29,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2024-10-30,False,True,True,7,True,True,1.0,False,False,True,False,False
2024-10-31,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2024-11-01,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2024-11-04,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-11-05,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-11-06,False,False,False,4,True,False,0.5714285714285714,False,False,True,False,False
2024-11-07,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2024-11-08,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-11-11,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-11-12,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-11-13,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2024-11-14,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2024-11-15,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-11-18,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-11-19,False,True,False,4,True,False,0.5714285714285714,False,False,True,False,False
2024-11-20,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-11-21,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-11-22,False,True,False,3,False,False,0.42857142857142855,False,False,False,False,False
2024-11-25,False,True,True,2,False,False,0.2857142857142857,False,False,False,False,False
2024-11-26,False,True,True,3,False,False,0.42857142857142855,False,False,False,False,False
2024-11-27,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2024-11-29,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
2024-12-02,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2024-12-03,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-12-04,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2024-12-05,True,True,True,7,True,True,1.0,True,True,True,True,True
2024-12-06,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-12-09,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-12-10,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2024-12-11,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2024-12-12,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-12-13,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2024-12-16,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-12-17,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2024-12-18,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2024-12-19,False,False,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-12-20,False,False,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-12-23,False,False,False,4,True,False,0.5714285714285714,False,False,True,False,False
2024-12-24,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2024-12-26,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2024-12-27,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2024-12-30,False,False,True,4,True,False,0.5714285714285714,False,False,True,False,False
2024-12-31,False,False,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-01-02,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-01-03,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-01-06,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-01-07,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
2025-01-08,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2025-01-10,False,False,True,3,False,False,0.42857142857142855,False,False,False,False,False
2025-01-13,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-01-14,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-01-15,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-01-16,False,False,True,3,False,False,0.42857142857142855,False,False,False,False,False
2025-01-17,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-01-21,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-01-22,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-01-23,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-01-24,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-01-27,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-01-28,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2025-01-29,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-01-30,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-01-31,False,True,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-02-03,False,True,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-02-04,False,False,True,3,False,False,0.42857142857142855,False,False,False,False,False
2025-02-05,False,True,True,3,False,False,0.42857142857142855,False,False,False,False,False
2025-02-06,True,True,True,2,False,False,0.2857142857142857,True,True,False,False,False
2025-02-07,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2025-02-10,False,True,True,1,False,False,0.14285714285714285,False,False,False,False,False
2025-02-11,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2025-02-12,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2025-02-13,False,True,True,3,False,False,0.42857142857142855,False,False,False,False,False
2025-02-14,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2025-02-18,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2025-02-19,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2025-02-20,True,True,True,3,False,False,0.42857142857142855,True,True,False,False,False
2025-02-21,False,True,True,2,False,False,0.2857142857142857,False,False,False,False,False
2025-02-24,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-02-25,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-02-26,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-02-27,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-02-28,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-03,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-03-04,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-05,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-06,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-07,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-10,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-11,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-12,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-13,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-14,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-17,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-03-18,False,False,True,0,False,False,0.0,False,False,False,False,False
2025-03-19,False,False,True,0,False,False,0.0,False,False,False,False,False
2025-03-20,False,False,True,0,False,False,0.0,False,False,False,False,False
2025-03-21,False,False,True,0,False,False,0.0,False,False,False,False,False
2025-03-24,True,False,True,1,False,False,0.14285714285714285,True,False,False,False,False
2025-03-25,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-03-26,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-03-27,False,False,True,3,False,False,0.42857142857142855,False,False,False,False,False
2025-03-28,False,False,True,3,False,False,0.42857142857142855,False,False,False,False,False
2025-03-31,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-04-01,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-04-02,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-04-03,True,False,False,2,False,False,0.2857142857142857,True,False,False,False,False
2025-04-04,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-04-07,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-04-08,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-04-09,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-04-10,False,False,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-04-11,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-04-14,False,False,True,2,False,False,0.2857142857142857,False,False,False,False,False
2025-04-15,True,False,True,3,False,False,0.42857142857142855,True,False,False,False,False
2025-04-16,True,False,True,2,False,False,0.2857142857142857,True,False,False,False,False
2025-04-17,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-04-21,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-04-22,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-04-23,True,False,False,0,False,False,0.0,True,False,False,False,False
2025-04-24,True,True,False,2,False,False,0.2857142857142857,True,True,False,False,False
2025-04-25,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-04-28,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-04-29,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-04-30,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-05-01,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-05-02,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-05-05,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-05-06,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-05-07,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-05-08,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-05-09,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-05-12,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-05-13,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-05-14,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-05-15,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-05-16,False,True,True,7,True,True,1.0,False,False,True,False,False
2025-05-19,False,True,True,7,True,True,1.0,False,False,True,False,False
2025-05-20,False,True,True,7,True,True,1.0,False,False,True,False,False
2025-05-21,False,True,True,7,True,True,1.0,False,False,True,False,False
2025-05-22,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2025-05-23,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2025-05-27,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2025-05-28,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2025-05-29,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2025-05-30,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-06-02,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-06-03,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-06-04,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-06-05,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-06,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-09,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-10,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-11,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-12,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-13,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-16,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-17,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-18,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-20,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-23,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-24,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-25,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-06-26,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-06-27,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-06-30,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-07-01,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-07-02,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-03,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-07-07,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-07-08,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-09,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-07-10,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-11,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-14,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-15,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-16,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-07-17,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-18,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-21,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-22,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-23,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-24,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-25,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-07-28,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-07-29,False,True,True,7,True,True,1.0,False,False,True,False,False
2025-07-30,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-07-31,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-08-01,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-08-04,False,False,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-08-05,False,True,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-08-06,False,False,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-08-07,False,True,False,6,True,True,0.8571428571428571,False,False,True,False,False
2025-08-08,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-08-11,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-08-12,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-08-13,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-08-14,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-08-15,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-08-18,False,True,True,7,True,True,1.0,False,False,True,False,False
2025-08-19,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-08-20,False,False,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-08-21,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2025-08-22,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-08-25,False,True,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-08-26,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-08-27,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-08-28,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-08-29,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-09-02,False,False,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-09-03,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-09-04,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-09-05,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
2025-09-08,False,True,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-09-09,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
2025-09-10,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-09-11,True,True,True,4,True,False,0.5714285714285714,True,True,True,True,True
2025-09-12,True,True,True,4,True,False,0.5714285714285714,True,True,True,True,True
2025-09-15,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-09-16,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-09-17,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-09-18,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-09-19,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-09-22,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-09-23,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-09-24,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-09-25,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-09-26,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-09-29,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-09-30,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-10-01,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
2025-10-02,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-10-03,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-10-06,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
2025-10-07,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-10-08,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
2025-10-09,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-10-10,True,True,True,5,True,True,0.7142857142857143,True,True,True,True,True
2025-10-13,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-10-14,False,True,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-10-15,False,False,False,0,False,False,0.0,False,False,False,False,False
2025-10-16,False,True,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-10-17,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-10-20,False,True,True,2,False,False,0.2857142857142857,False,False,False,False,False
2025-10-21,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-10-22,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-10-23,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-10-24,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-10-27,True,True,True,6,True,True,0.8571428571428571,True,True,True,True,True
2025-10-28,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-10-29,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-10-30,True,True,True,7,True,True,1.0,True,True,True,True,True
2025-10-31,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-11-03,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-11-04,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-11-05,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-11-06,False,True,False,5,True,True,0.7142857142857143,False,False,True,False,False
2025-11-07,False,False,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-11-10,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2025-11-11,False,True,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-11-12,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
2025-11-13,False,True,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-11-14,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2025-11-17,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-11-18,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-11-19,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-11-20,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-11-21,False,False,False,1,False,False,0.14285714285714285,False,False,False,False,False
2025-11-24,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-11-25,False,False,True,2,False,False,0.2857142857142857,False,False,False,False,False
2025-11-26,False,False,True,3,False,False,0.42857142857142855,False,False,False,False,False
2025-11-28,False,True,True,3,False,False,0.42857142857142855,False,False,False,False,False
2025-12-01,True,True,True,4,True,False,0.5714285714285714,True,True,True,True,True
2025-12-02,True,True,True,4,True,False,0.5714285714285714,True,True,True,True,True
2025-12-03,True,True,True,4,True,False,0.5714285714285714,True,True,True,True,True
2025-12-04,True,True,True,4,True,False,0.5714285714285714,True,True,True,True,True
2025-12-05,True,True,True,4,True,False,0.5714285714285714,True,True,True,True,True
2025-12-08,True,True,True,4,True,False,0.5714285714285714,True,True,True,True,True
2025-12-09,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-12-10,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-12-11,False,True,True,6,True,True,0.8571428571428571,False,False,True,False,False
2025-12-12,False,True,True,5,True,True,0.7142857142857143,False,False,True,False,False
2025-12-15,False,True,False,4,True,False,0.5714285714285714,False,False,True,False,False
2025-12-16,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-12-17,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-12-18,False,False,False,2,False,False,0.2857142857142857,False,False,False,False,False
2025-12-19,False,False,False,3,False,False,0.42857142857142855,False,False,False,False,False
2025-12-22,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
2025-12-23,False,True,True,4,True,False,0.5714285714285714,False,False,True,False,False
